"station","date","lat","lon","NO23","uni"
"21FLHILL_WQX-046","1999-04-06",27.9904,-82.659302,0.022,"mg/L"
"21FLHILL_WQX-071","1999-02-09",27.876499,-82.413803,0.011,"mg/L"
"21FLHILL_WQX-142","1999-01-19",28.026699,-82.538002,0.073,"mg/L"
"21FLHILL_WQX-136","1999-09-23",27.68,-82.499199,0.007,"mg/L"
"21FLHILL_WQX-104","1999-04-20",27.9821,-82.562302,0.009,"mg/L"
"21FLHILL_WQX-052","1999-06-08",27.896999,-82.438202,0.005,"mg/L"
"21FLHILL_WQX-090","1999-04-27",27.625999,-82.591499,0.005,"mg/L"
"21FLHILL_WQX-066","1999-09-07",27.927799,-82.639702,0.007,"mg/L"
"21FLMANA_WQX-430","1999-08-02",27.5273305,-82.6095805,0.01,"mg/L"
"21FLHILL_WQX-110","1999-08-18",27.9526,-82.370796,0.016,"mg/L"
"21FLHILL_WQX-136","1999-01-20",27.68,-82.499199,0.03,"mg/L"
"21FLMANA_WQX-428","1999-01-19",27.5520083,-82.6717,0.041,"mg/L"
"21FLHILL_WQX-060","1999-09-07",27.989901,-82.631599,0.005,"mg/L"
"21FLHILL_WQX-109","1999-04-21",27.945999,-82.401604,0.003,"mg/L"
"21FLMANA_WQX-452","1999-10-12",27.5412777,-82.7170555,0.017,"mg/L"
"21FLHILL_WQX-110","1999-12-15",27.9526,-82.370796,0.025,"mg/L"
"21FLHILL_WQX-142","1999-05-18",28.026699,-82.538002,0.01,"mg/L"
"21FLHILL_WQX-090","1999-01-26",27.625999,-82.591499,0.003,"mg/L"
"21FLHILL_WQX-070","1999-03-09",27.908899,-82.463203,0.016,"mg/L"
"21FLHILL_WQX-110","1999-09-23",27.9526,-82.370796,0.003,"mg/L"
"21FLHILL_WQX-066","1999-12-01",27.927799,-82.639702,0.003,"mg/L"
"21FLHILL_WQX-084","1999-01-26",27.729,-82.498703,0.005,"mg/L"
"21FLHILL_WQX-132","1999-11-17",27.835699,-82.346199,0.795,"mg/L"
"21FLMANA_WQX-449","1999-08-03",27.5458083,-82.70095,0.01,"mg/L"
"21FLMANA_WQX-460","1999-03-22",27.5167083,-82.6853166,0.01,"mg/L"
"21FLHILL_WQX-103","1999-04-20",27.997601,-82.586304,0.101,"mg/L"
"21FLMANA_WQX-395","1999-04-05",27.5508861,-82.5730722,0.024,"mg/L"
"21FLHILL_WQX-070","1999-04-13",27.908899,-82.463203,0.012,"mg/L"
"21FLHILL_WQX-101","1999-11-16",28.024799,-82.631599,0.006,"mg/L"
"21FLHILL_WQX-096","1999-09-28",27.6378,-82.691002,0.004,"mg/L"
"21FLHILL_WQX-094","1999-09-28",27.610001,-82.783203,0.003,"mg/L"
"21FLHILL_WQX-133","1999-09-23",27.915001,-82.402199,0.586,"mg/L"
"21FLHILL_WQX-110","1999-04-21",27.9526,-82.370796,0.008,"mg/L"
"21FLHILL_WQX-054","1999-06-08",27.9319,-82.432602,0.007,"mg/L"
"21FLHILL_WQX-044","1999-08-10",27.9237,-82.480698,0.003,"mg/L"
"21FLHILL_WQX-062","1999-04-06",27.969999,-82.574303,0.004,"mg/L"
"21FLHILL_WQX-144","1999-12-15",27.8381,-82.382202,0.277,"mg/L"
"21FLHILL_WQX-095","1999-12-08",27.6112,-82.694702,0.003,"mg/L"
"21FLHILL_WQX-101","1999-05-18",28.024799,-82.631599,0.01,"mg/L"
"21FLHILL_WQX-146","1999-03-16",28.0541,-82.345001,0.03,"mg/L"
"21FLHILL_WQX-094","1999-12-08",27.610001,-82.783203,0.003,"mg/L"
"21FLMANA_WQX-365","1999-10-11",27.6124472,-82.60665,0.03,"mg/L"
"21FLHILL_WQX-142","1999-03-16",28.026699,-82.538002,0.022,"mg/L"
"21FLHILL_WQX-104","1999-10-12",27.9821,-82.562302,0.038,"mg/L"
"21FLHILL_WQX-109","1999-06-16",27.945999,-82.401604,0.006,"mg/L"
"21FLHILL_WQX-058","1999-04-13",27.9398,-82.419601,0.005,"mg/L"
"21FLMANA_WQX-400","1999-08-02",27.5725833,-82.6296444,0.01,"mg/L"
"21FLHILL_WQX-058","1999-08-10",27.9398,-82.419601,0.006,"mg/L"
"21FLHILL_WQX-008","1999-04-13",27.8524,-82.409302,0.006,"mg/L"
"21FLMANA_WQX-362","1999-03-22",27.612975,-82.5776416,0.01,"mg/L"
"21FLHILL_WQX-141","1999-08-17",28.0261,-82.5812,0.286,"mg/L"
"21FLHILL_WQX-062","1999-11-02",27.969999,-82.574303,0.008,"mg/L"
"21FLHILL_WQX-102","1999-05-18",28.010599,-82.607803,0.005,"mg/L"
"21FLMANA_WQX-408","1999-04-05",27.5478333,-82.5991666,0.019,"mg/L"
"21FLHILL_WQX-054","1999-10-19",27.9319,-82.432602,0.01,"mg/L"
"21FLMANA_WQX-658","1999-01-19",27.4811166,-82.6992861,0.049,"mg/L"
"21FLMANA_WQX-452","1999-03-22",27.5412777,-82.7170555,0.01,"mg/L"
"21FLMANA_WQX-422","1999-01-19",27.5574833,-82.6332166,0.041,"mg/L"
"21FLMANA_WQX-456","1999-01-19",27.5322916,-82.6884444,0.04,"mg/L"
"21FLMANA_WQX-408","1999-01-20",27.5478333,-82.5991666,0.04,"mg/L"
"21FLHILL_WQX-109","1999-08-18",27.945999,-82.401604,0.011,"mg/L"
"21FLHILL_WQX-065","1999-12-01",27.945601,-82.694298,0.006,"mg/L"
"21FLHILL_WQX-141","1999-04-20",28.0261,-82.5812,0.285,"mg/L"
"21FLMANA_WQX-386","1999-01-20",27.6059861,-82.6011666,0.05,"mg/L"
"21FLHILL_WQX-132","1999-03-17",27.835699,-82.346199,0.649,"mg/L"
"21FLHILL_WQX-095","1999-11-30",27.6112,-82.694702,0.004,"mg/L"
"21FLMANA_WQX-405","1999-08-02",27.5526666,-82.5706666,0.01,"mg/L"
"21FLMANA_WQX-432","1999-06-14",27.5431,-82.6445527,0.01,"mg/L"
"21FLHILL_WQX-047","1999-09-07",27.972601,-82.620201,0.004,"mg/L"
"21FLHILL_WQX-101","1999-07-20",28.024799,-82.631599,0.006,"mg/L"
"21FLHILL_WQX-102","1999-06-15",28.010599,-82.607803,0.005,"mg/L"
"21FLHILL_WQX-070","1999-01-12",27.908899,-82.463203,0.026,"mg/L"
"21FLHILL_WQX-132","1999-12-15",27.835699,-82.346199,1.008,"mg/L"
"21FLHILL_WQX-102","1999-09-22",28.010599,-82.607803,0.153,"mg/L"
"21FLHILL_WQX-141","1999-06-15",28.0261,-82.5812,0.13,"mg/L"
"21FLMANA_WQX-658","1999-10-12",27.4811166,-82.6992861,0.022,"mg/L"
"21FLHILL_WQX-047","1999-10-05",27.972601,-82.620201,0.006,"mg/L"
"21FLHILL_WQX-007","1999-09-14",27.85889,-82.468597,0.003,"mg/L"
"21FLHILL_WQX-081","1999-01-12",27.7813,-82.474098,0.015,"mg/L"
"21FLHILL_WQX-044","1999-06-08",27.9237,-82.480698,0.003,"mg/L"
"21FLHILL_WQX-073","1999-04-13",27.8281,-82.413101,0.009,"mg/L"
"21FLHILL_WQX-062","1999-03-02",27.969999,-82.574303,0.004,"mg/L"
"21FLHILL_WQX-007","1999-02-09",27.85889,-82.468597,0.001,"mg/L"
"21FLHILL_WQX-062","1999-06-01",27.969999,-82.574303,0.003,"mg/L"
"21FLHILL_WQX-141","1999-09-22",28.0261,-82.5812,0.179,"mg/L"
"21FLHILL_WQX-008","1999-08-10",27.8524,-82.409302,0.003,"mg/L"
"21FLHILL_WQX-138","1999-04-21",27.9165,-82.392998,0.652,"mg/L"
"21FLHILL_WQX-084","1999-10-26",27.729,-82.498703,0.003,"mg/L"
"21FLHILL_WQX-081","1999-04-13",27.7813,-82.474098,0.006,"mg/L"
"21FLMANA_WQX-455","1999-05-18",27.535,-82.7313333,0.029,"mg/L"
"21FLHILL_WQX-133","1999-04-21",27.915001,-82.402199,1.836,"mg/L"
"21FLHILL_WQX-070","1999-09-14",27.908899,-82.463203,0.01,"mg/L"
"21FLMANA_WQX-428","1999-10-12",27.5520083,-82.6717,0.022,"mg/L"
"21FLHILL_WQX-144","1999-10-13",27.8381,-82.382202,0.277,"mg/L"
"21FLMANA_WQX-430","1999-12-28",27.5273305,-82.6095805,0.032,"mg/L"
"21FLMANA_WQX-357","1999-03-22",27.6494777,-82.5784527,0.01,"mg/L"
"21FLHILL_WQX-062","1999-08-03",27.969999,-82.574303,0.005,"mg/L"
"21FLHILL_WQX-110","1999-05-19",27.9526,-82.370796,0.018,"mg/L"
"21FLHILL_WQX-040","1999-03-02",27.9291,-82.587303,0.012,"mg/L"
"21FLHILL_WQX-104","1999-05-18",27.9821,-82.562302,0.008,"mg/L"
"21FLMANA_WQX-361","1999-04-05",27.6285166,-82.5919333,0.014,"mg/L"
"21FLHILL_WQX-102","1999-01-19",28.010599,-82.607803,0.018,"mg/L"
"21FLHILL_WQX-138","1999-09-23",27.9165,-82.392998,0.158,"mg/L"
"21FLHILL_WQX-071","1999-03-09",27.876499,-82.413803,0.009,"mg/L"
"21FLHILL_WQX-104","1999-09-22",27.9821,-82.562302,0.154,"mg/L"
"21FLHILL_WQX-109","1999-01-20",27.945999,-82.401604,0.007,"mg/L"
"21FLHILL_WQX-071","1999-01-12",27.876499,-82.413803,0.001,"mg/L"
"21FLHILL_WQX-008","1999-03-09",27.8524,-82.409302,0.007,"mg/L"
"21FLHILL_WQX-102","1999-03-16",28.010599,-82.607803,0.011,"mg/L"
"21FLHILL_WQX-101","1999-09-22",28.024799,-82.631599,0.077,"mg/L"
"21FLHILL_WQX-103","1999-11-16",27.997601,-82.586304,0.114,"mg/L"
"21FLHILL_WQX-104","1999-03-16",27.9821,-82.562302,0.076,"mg/L"
"21FLHILL_WQX-052","1999-03-09",27.896999,-82.438202,0.007,"mg/L"
"21FLHILL_WQX-047","1999-12-01",27.972601,-82.620201,0.005,"mg/L"
"21FLHILL_WQX-054","1999-05-11",27.9319,-82.432602,0.025,"mg/L"
"21FLHILL_WQX-058","1999-10-19",27.9398,-82.419601,0.011,"mg/L"
"21FLHILL_WQX-009","1999-08-10",27.786501,-82.4272,0.003,"mg/L"
"21FLHILL_WQX-054","1999-07-13",27.9319,-82.432602,0.009,"mg/L"
"21FLHILL_WQX-084","1999-05-25",27.729,-82.498703,0.003,"mg/L"
"21FLHILL_WQX-144","1999-02-17",27.8381,-82.382202,0.664,"mg/L"
"21FLHILL_WQX-142","1999-10-12",28.026699,-82.538002,0.206,"mg/L"
"21FLHILL_WQX-065","1999-09-07",27.945601,-82.694298,0.004,"mg/L"
"21FLHILL_WQX-103","1999-03-16",27.997601,-82.586304,0.23,"mg/L"
"21FLHILL_WQX-007","1999-05-11",27.85889,-82.468597,0.015,"mg/L"
"21FLHILL_WQX-141","1999-12-14",28.0261,-82.5812,0.473,"mg/L"
"21FLHILL_WQX-141","1999-07-20",28.0261,-82.5812,0.158,"mg/L"
"21FLHILL_WQX-101","1999-12-14",28.024799,-82.631599,0.021,"mg/L"
"21FLHILL_WQX-141","1999-05-18",28.0261,-82.5812,0.104,"mg/L"
"21FLHILL_WQX-147","1999-06-15",27.981501,-82.3545,0.006,"mg/L"
"21FLHILL_WQX-052","1999-02-09",27.896999,-82.438202,0.003,"mg/L"
"21FLMANA_WQX-396","1999-04-05",27.5910583,-82.6217555,0.027,"mg/L"
"21FLHILL_WQX-058","1999-07-13",27.9398,-82.419601,0.008,"mg/L"
"21FLHILL_WQX-141","1999-11-16",28.0261,-82.5812,0.344,"mg/L"
"21FLHILL_WQX-102","1999-02-16",28.010599,-82.607803,0.023,"mg/L"
"21FLHILL_WQX-054","1999-04-13",27.9319,-82.432602,0.01,"mg/L"
"21FLHILL_WQX-008","1999-09-14",27.8524,-82.409302,0.108,"mg/L"
"21FLHILL_WQX-142","1999-09-22",28.026699,-82.538002,0.169,"mg/L"
"21FLHILL_WQX-073","1999-03-09",27.8281,-82.413101,0.008,"mg/L"
"21FLHILL_WQX-138","1999-06-16",27.9165,-82.392998,0.14,"mg/L"
"21FLMANA_WQX-395","1999-10-11",27.5508861,-82.5730722,0.027,"mg/L"
"21FLMANA_WQX-455","1999-08-03",27.535,-82.7313333,0.01,"mg/L"
"21FLHILL_WQX-073","1999-05-11",27.8281,-82.413101,0.013,"mg/L"
"21FLHILL_WQX-040","1999-06-01",27.9291,-82.587303,0.003,"mg/L"
"21FLHILL_WQX-147","1999-11-16",27.981501,-82.3545,0.004,"mg/L"
"21FLHILL_WQX-009","1999-05-11",27.786501,-82.4272,0.014,"mg/L"
"21FLHILL_WQX-044","1999-03-09",27.9237,-82.480698,0.008,"mg/L"
"21FLHILL_WQX-146","1999-05-18",28.0541,-82.345001,0.012,"mg/L"
"21FLHILL_WQX-062","1999-09-07",27.969999,-82.574303,0.005,"mg/L"
"21FLHILL_WQX-138","1999-03-17",27.9165,-82.392998,0.238,"mg/L"
"21FLHILL_WQX-008","1999-06-08",27.8524,-82.409302,0.006,"mg/L"
"21FLHILL_WQX-138","1999-05-19",27.9165,-82.392998,0.127,"mg/L"
"21FLHILL_WQX-103","1999-08-17",27.997601,-82.586304,0.106,"mg/L"
"21FLHILL_WQX-110","1999-10-13",27.9526,-82.370796,0.003,"mg/L"
"21FLHILL_WQX-064","1999-12-01",27.979401,-82.683296,0.003,"mg/L"
"21FLMANA_WQX-464","1999-08-02",27.4960361,-82.6954416,0.01,"mg/L"
"21FLHILL_WQX-052","1999-01-12",27.896999,-82.438202,0.01,"mg/L"
"21FLHILL_WQX-080","1999-10-19",27.809601,-82.445999,0.003,"mg/L"
"21FLMANA_WQX-365","1999-04-05",27.6124472,-82.60665,0.022,"mg/L"
"21FLHILL_WQX-133","1999-01-20",27.915001,-82.402199,1.75,"mg/L"
"21FLHILL_WQX-064","1999-09-07",27.979401,-82.683296,0.004,"mg/L"
"21FLHILL_WQX-008","1999-05-11",27.8524,-82.409302,0.015,"mg/L"
"21FLHILL_WQX-103","1999-01-19",27.997601,-82.586304,0.208,"mg/L"
"21FLMANA_WQX-422","1999-10-11",27.5574833,-82.6332166,0.022,"mg/L"
"21FLHILL_WQX-132","1999-07-21",27.835699,-82.346199,0.308,"mg/L"
"21FLHILL_WQX-104","1999-06-15",27.9821,-82.562302,0.006,"mg/L"
"21FLMANA_WQX-456","1999-10-12",27.5322916,-82.6884444,0.03,"mg/L"
"21FLMANA_WQX-430","1999-02-08",27.5273305,-82.6095805,0.03,"mg/L"
"21FLHILL_WQX-052","1999-04-13",27.896999,-82.438202,0.008,"mg/L"
"21FLHILL_WQX-109","1999-05-19",27.945999,-82.401604,0.015,"mg/L"
"21FLHILL_WQX-062","1999-05-04",27.969999,-82.574303,0.007,"mg/L"
"21FLHILL_WQX-050","1999-11-02",27.918501,-82.537903,0.004,"mg/L"
"21FLHILL_WQX-142","1999-06-15",28.026699,-82.538002,0.027,"mg/L"
"21FLHILL_WQX-138","1999-08-18",27.9165,-82.392998,0.108,"mg/L"
"21FLHILL_WQX-070","1999-02-09",27.908899,-82.463203,0.007,"mg/L"
"21FLHILL_WQX-054","1999-08-10",27.9319,-82.432602,0.038,"mg/L"
"21FLHILL_WQX-044","1999-04-13",27.9237,-82.480698,0.005,"mg/L"
"21FLHILL_WQX-036","1999-09-07",27.855801,-82.553299,0.005,"mg/L"
"21FLHILL_WQX-061","1999-10-05",27.9687,-82.562103,0.008,"mg/L"
"21FLHILL_WQX-073","1999-01-12",27.8281,-82.413101,0.005,"mg/L"
"21FLHILL_WQX-136","1999-02-17",27.68,-82.499199,0.018,"mg/L"
"21FLHILL_WQX-070","1999-07-13",27.908899,-82.463203,0.004,"mg/L"
"21FLMANA_WQX-396","1999-10-11",27.5910583,-82.6217555,0.017,"mg/L"
"21FLHILL_WQX-104","1999-12-14",27.9821,-82.562302,0.036,"mg/L"
"21FLHILL_WQX-090","1999-12-08",27.625999,-82.591499,0.003,"mg/L"
"21FLHILL_WQX-061","1999-11-02",27.9687,-82.562103,0.003,"mg/L"
"21FLMANA_WQX-432","1999-10-11",27.5431,-82.6445527,0.02,"mg/L"
"21FLHILL_WQX-062","1999-07-06",27.969999,-82.574303,0.004,"mg/L"
"21FLMANA_WQX-428","1999-03-22",27.5520083,-82.6717,0.01,"mg/L"
"21FLHILL_WQX-046","1999-11-02",27.9904,-82.659302,0.003,"mg/L"
"21FLMANA_WQX-425","1999-05-16",27.5482722,-82.6607333,0.026,"mg/L"
"21FLHILL_WQX-058","1999-01-12",27.9398,-82.419601,0.015,"mg/L"
"21FLHILL_WQX-009","1999-06-08",27.786501,-82.4272,0.005,"mg/L"
"21FLMANA_WQX-425","1999-08-02",27.5482722,-82.6607333,0.01,"mg/L"
"21FLHILL_WQX-040","1999-04-06",27.9291,-82.587303,0.005,"mg/L"
"21FLHILL_WQX-103","1999-12-14",27.997601,-82.586304,0.151,"mg/L"
"21FLHILL_WQX-016","1999-09-28",27.723801,-82.533798,0.003,"mg/L"
"21FLHILL_WQX-101","1999-08-17",28.024799,-82.631599,0.032,"mg/L"
"21FLHILL_WQX-041","1999-11-02",27.937401,-82.565002,0.004,"mg/L"
"21FLHILL_WQX-062","1999-01-05",27.969999,-82.574303,0.034,"mg/L"
"21FLHILL_WQX-110","1999-02-17",27.9526,-82.370796,0.015,"mg/L"
"21FLMANA_WQX-202","1999-10-11",27.6665361,-82.5590666,0.027,"mg/L"
"21FLMANA_WQX-386","1999-03-22",27.6059861,-82.6011666,0.01,"mg/L"
"21FLHILL_WQX-132","1999-02-17",27.835699,-82.346199,0.736,"mg/L"
"21FLHILL_WQX-136","1999-06-16",27.68,-82.499199,0.006,"mg/L"
"21FLMANA_WQX-658","1999-04-06",27.4811166,-82.6992861,0.01,"mg/L"
"21FLHILL_WQX-132","1999-04-21",27.835699,-82.346199,0.422,"mg/L"
"21FLMANA_WQX-435","1999-12-28",27.533,-82.6668333,0.036,"mg/L"
"21FLHILL_WQX-133","1999-02-17",27.915001,-82.402199,1.81,"mg/L"
"21FLHILL_WQX-133","1999-06-16",27.915001,-82.402199,5.635,"mg/L"
"21FLHILL_WQX-080","1999-09-14",27.809601,-82.445999,0.004,"mg/L"
"21FLHILL_WQX-138","1999-07-21",27.9165,-82.392998,0.151,"mg/L"
"21FLHILL_WQX-084","1999-04-27",27.729,-82.498703,0.003,"mg/L"
"21FLMANA_WQX-408","1999-10-11",27.5478333,-82.5991666,0.025,"mg/L"
"21FLHILL_WQX-066","1999-11-02",27.927799,-82.639702,0.003,"mg/L"
"21FLHILL_WQX-062","1999-12-01",27.969999,-82.574303,0.005,"mg/L"
"21FLHILL_WQX-142","1999-07-20",28.026699,-82.538002,0.039,"mg/L"
"21FLHILL_WQX-041","1999-09-07",27.937401,-82.565002,0.004,"mg/L"
"21FLHILL_WQX-103","1999-02-16",27.997601,-82.586304,0.152,"mg/L"
"21FLHILL_WQX-052","1999-10-19",27.896999,-82.438202,0.004,"mg/L"
"21FLHILL_WQX-058","1999-12-07",27.9398,-82.419601,0.003,"mg/L"
"21FLHILL_WQX-138","1999-12-15",27.9165,-82.392998,0.324,"mg/L"
"21FLMANA_WQX-430","1999-05-17",27.5273305,-82.6095805,0.034,"mg/L"
"21FLHILL_WQX-008","1999-01-12",27.8524,-82.409302,0.022,"mg/L"
"21FLHILL_WQX-133","1999-08-18",27.915001,-82.402199,0.248,"mg/L"
"21FLHILL_WQX-007","1999-08-10",27.85889,-82.468597,0.005,"mg/L"
"21FLHILL_WQX-142","1999-04-20",28.026699,-82.538002,0.014,"mg/L"
"21FLHILL_WQX-147","1999-12-14",27.981501,-82.3545,0.01,"mg/L"
"21FLHILL_WQX-136","1999-05-19",27.68,-82.499199,0.011,"mg/L"
"21FLHILL_WQX-133","1999-10-13",27.915001,-82.402199,1.166,"mg/L"
"21FLHILL_WQX-138","1999-02-17",27.9165,-82.392998,0.407,"mg/L"
"21FLHILL_WQX-144","1999-01-20",27.8381,-82.382202,0.316,"mg/L"
"21FLHILL_WQX-063","1999-10-05",27.9676,-82.575996,0.012,"mg/L"
"21FLHILL_WQX-101","1999-01-19",28.024799,-82.631599,0.021,"mg/L"
"21FLMANA_WQX-202","1999-01-20",27.6665361,-82.5590666,0.052,"mg/L"
"21FLHILL_WQX-142","1999-02-16",28.026699,-82.538002,0.015,"mg/L"
"21FLHILL_WQX-036","1999-12-01",27.855801,-82.553299,0.004,"mg/L"
"21FLMANA_WQX-336","1999-10-11",27.6474222,-82.5651611,0.032,"mg/L"
"21FLHILL_WQX-055","1999-09-14",27.8493,-82.431396,0.005,"mg/L"
"21FLHILL_WQX-009","1999-09-14",27.786501,-82.4272,0.003,"mg/L"
"21FLHILL_WQX-040","1999-12-01",27.9291,-82.587303,0.004,"mg/L"
"21FLMANA_WQX-400","1999-05-17",27.5725833,-82.6296444,0.05,"mg/L"
"21FLHILL_WQX-147","1999-02-16",27.981501,-82.3545,0.007,"mg/L"
"21FLHILL_WQX-071","1999-04-13",27.876499,-82.413803,0.007,"mg/L"
"21FLHILL_WQX-046","1999-01-05",27.9904,-82.659302,0.023,"mg/L"
"21FLHILL_WQX-142","1999-08-17",28.026699,-82.538002,0.011,"mg/L"
"21FLHILL_WQX-133","1999-12-15",27.915001,-82.402199,2.24,"mg/L"
"21FLHILL_WQX-054","1999-03-09",27.9319,-82.432602,0.01,"mg/L"
"21FLHILL_WQX-103","1999-09-22",27.997601,-82.586304,0.232,"mg/L"
"21FLHILL_WQX-136","1999-03-17",27.68,-82.499199,0.024,"mg/L"
"21FLHILL_WQX-036","1999-10-05",27.855801,-82.553299,0.005,"mg/L"
"21FLMANA_WQX-455","1999-02-08",27.535,-82.7313333,0.03,"mg/L"
"21FLHILL_WQX-110","1999-01-20",27.9526,-82.370796,0.011,"mg/L"
"21FLHILL_WQX-084","1999-06-22",27.729,-82.498703,0.003,"mg/L"
"21FLHILL_WQX-052","1999-08-10",27.896999,-82.438202,0.006,"mg/L"
"21FLHILL_WQX-132","1999-09-23",27.835699,-82.346199,0.227,"mg/L"
"21FLHILL_WQX-133","1999-03-17",27.915001,-82.402199,1.96,"mg/L"
"21FLHILL_WQX-013","1999-12-01",27.8118,-82.523201,0.003,"mg/L"
"21FLMANA_WQX-435","1999-05-17",27.533,-82.6668333,0.031,"mg/L"
"21FLMANA_WQX-396","1999-01-20",27.5910583,-82.6217555,0.035,"mg/L"
"21FLHILL_WQX-093","1999-01-26",27.578899,-82.744102,0.003,"mg/L"
"21FLHILL_WQX-103","1999-10-12",27.997601,-82.586304,0.173,"mg/L"
"21FLHILL_WQX-109","1999-12-15",27.945999,-82.401604,0.012,"mg/L"
"21FLHILL_WQX-138","1999-11-17",27.9165,-82.392998,0.303,"mg/L"
"21FLHILL_WQX-041","1999-10-05",27.937401,-82.565002,0.008,"mg/L"
"21FLHILL_WQX-141","1999-02-16",28.0261,-82.5812,0.452,"mg/L"
"21FLHILL_WQX-144","1999-11-17",27.8381,-82.382202,0.023,"mg/L"
"21FLMANA_WQX-428","1999-03-22",27.5520083,-82.6717,0.01,"mg/L"
"21FLHILL_WQX-132","1999-10-13",27.835699,-82.346199,0.487,"mg/L"
"21FLHILL_WQX-144","1999-06-16",27.8381,-82.382202,0.003,"mg/L"
"21FLHILL_WQX-147","1999-04-20",27.981501,-82.3545,0.004,"mg/L"
"21FLHILL_WQX-070","1999-06-08",27.908899,-82.463203,0.004,"mg/L"
"21FLHILL_WQX-007","1999-10-19",27.85889,-82.468597,0.005,"mg/L"
"21FLMANA_WQX-464","1999-05-18",27.4960361,-82.6954416,0.034,"mg/L"
"21FLHILL_WQX-110","1999-03-17",27.9526,-82.370796,0.024,"mg/L"
"21FLHILL_WQX-104","1999-01-19",27.9821,-82.562302,0.05,"mg/L"
"21FLHILL_WQX-147","1999-01-19",27.981501,-82.3545,0.108,"mg/L"
"21FLHILL_WQX-050","1999-10-05",27.918501,-82.537903,0.004,"mg/L"
"21FLHILL_WQX-136","1999-08-18",27.68,-82.499199,0.006,"mg/L"
"21FLHILL_WQX-102","1999-04-20",28.010599,-82.607803,0.006,"mg/L"
"21FLMANA_WQX-460","1999-10-12",27.5167083,-82.6853166,0.027,"mg/L"
"21FLHILL_WQX-104","1999-02-16",27.9821,-82.562302,0.034,"mg/L"
"21FLHILL_WQX-062","1999-10-05",27.969999,-82.574303,0.021,"mg/L"
"21FLMANA_WQX-357","1999-06-15",27.6494777,-82.5784527,0.01,"mg/L"
"21FLHILL_WQX-084","1999-03-23",27.729,-82.498703,0.006,"mg/L"
"21FLHILL_WQX-051","1999-12-01",27.8902,-82.548798,0.008,"mg/L"
"21FLHILL_WQX-133","1999-07-21",27.915001,-82.402199,0.745,"mg/L"
"21FLHILL_WQX-033","1999-04-06",27.826099,-82.567497,0.006,"mg/L"
"21FLHILL_WQX-009","1999-01-12",27.786501,-82.4272,0.007,"mg/L"
"21FLMANA_WQX-421","1999-01-19",27.5765083,-82.6524944,0.039,"mg/L"
"21FLHILL_WQX-093","1999-10-26",27.578899,-82.744102,0.003,"mg/L"
"21FLHILL_WQX-101","1999-10-12",28.024799,-82.631599,0.07,"mg/L"
"21FLHILL_WQX-090","1999-10-26",27.625999,-82.591499,0.003,"mg/L"
"21FLHILL_WQX-009","1999-04-13",27.786501,-82.4272,0.006,"mg/L"
"21FLHILL_WQX-061","1999-09-07",27.9687,-82.562103,0.007,"mg/L"
"21FLHILL_WQX-141","1999-01-19",28.0261,-82.5812,0.703,"mg/L"
"21FLMANA_WQX-202","1999-03-22",27.6665361,-82.5590666,0.01,"mg/L"
"21FLHILL_WQX-061","1999-04-06",27.9687,-82.562103,0.008,"mg/L"
"21FLMANA_WQX-435","1999-08-02",27.533,-82.6668333,0.01,"mg/L"
"21FLHILL_WQX-060","1999-10-05",27.989901,-82.631599,0.005,"mg/L"
"21FLMANA_WQX-362","1999-10-11",27.612975,-82.5776416,0.02,"mg/L"
"21FLHILL_WQX-040","1999-08-03",27.9291,-82.587303,0.005,"mg/L"
"21FLMANA_WQX-362","1999-01-20",27.612975,-82.5776416,0.043,"mg/L"
"21FLHILL_WQX-013","2000-03-01",27.8118,-82.523201,0.004,"mg/L"
"21FLHILL_WQX-095","2000-06-27",27.6112,-82.694702,0.011,"mg/L"
"21FLHILL_WQX-047","2000-11-01",27.972601,-82.620201,0.009,"mg/L"
"21FLHILL_WQX-141","2000-09-19",28.0261,-82.5812,0.188,"mg/L"
"21FLSWFD_WQX-17927","2000-09-20",27.7481666,-82.281972,0.35,"mg/L"
"21FLMANA_WQX-365","2000-10-17",27.6124472,-82.60665,0.048,"mg/L"
"21FLHILL_WQX-006","2000-01-11",27.889299,-82.477402,0.004,"mg/L"
"21FLHILL_WQX-147","2000-05-16",27.981501,-82.3545,0.01,"mg/L"
"21FLHILL_WQX-016","2000-04-25",27.723801,-82.533798,0.001,"mg/L"
"21FLHILL_WQX-070","2000-09-12",27.908899,-82.463203,0.005,"mg/L"
"21FLHILL_WQX-060","2000-05-02",27.989901,-82.631599,0.006,"mg/L"
"21FLHILL_WQX-147","2000-03-14",27.981501,-82.3545,0.003,"mg/L"
"21FLMANA_WQX-658","2000-07-26",27.4811166,-82.6992861,0.048,"mg/L"
"21FLHILL_WQX-062","2000-04-04",27.969999,-82.574303,0.004,"mg/L"
"21FLHILL_WQX-081","2000-01-11",27.7813,-82.474098,0.004,"mg/L"
"21FLGW_WQX-7654","2000-07-10",27.9783333,-82.3488889,0.006,"mg/L"
"21FLMANA_WQX-430","2000-05-08",27.5273305,-82.6095805,0.024,"mg/L"
"21FLHILL_WQX-073","2000-05-09",27.8281,-82.413101,0.004,"mg/L"
"21FLHILL_WQX-021","2000-01-25",27.6625,-82.563904,0.003,"mg/L"
"21FLHILL_WQX-028","2000-02-22",27.708401,-82.6092,0.003,"mg/L"
"21FLMANA_WQX-357","2000-12-11",27.6494777,-82.5784527,0.025,"mg/L"
